ItemNumberorderableSKU,Description,Vendor,OEM,OEMPartNumber,ConditionCode,QOH,InStock,LeadTime,InventoryID,RefNoteID,Attribute,RefNoteID_2,Attribute_2,InventoryID_2,Subitem,Warehouse,Location,InventoryID_3,Subitem_2,Warehouse_2,RefNoteID_3,Attribute_3,InventoryID_4,Currency,ReplClass,InventoryID_5,CuryID,Warehouse_3,LocationID,RefNoteID_4,Attribute_4
M8003-60004,Philips MP40/MP50 4 Slot Rack Assembly,Avante Health Solutions (APM-PATIENT MONITORING),Philips,M8003-60011,Refurbished,21.000000,Y,1-5 days,M8003-60004,65dc1533-9f05-eb11-8181-1296c0afa970,MANUFACTUR,65dc1533-9f05-eb11-8181-1296c0afa970,MFGPARTNO,M8003-60004,0,APM MAIN,E13H1,M8003-60004,0,APM MAIN,65dc1533-9f05-eb11-8181-1296c0afa970,PARTGROUP,M8003-60004,USD,PURCHASE,122834,USD,APM MAIN,E13H1,65dc1533-9f05-eb11-8181-1296c0afa970,PSAPMPART
M8003-60011,Philips IntelliVue MP40 or MP50 Front Case Cover Bezel (Refurbished),Avante Health Solutions (APM-PATIENT MONITORING),Philips,M8003-60013,Refurbished,2.000000,Y,1-5 days,M8003-60011,b58bbeb7-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,b58bbeb7-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,M8003-60011,0,APM MAIN,F11H1,M8003-60011,0,APM MAIN,b58bbeb7-6b64-ea11-817b-a9605c8569c6,PARTGROUP,M8003-60011,USD,PURCHASE,72573,USD,APM MAIN,F11H1,b58bbeb7-6b64-ea11-817b-a9605c8569c6,PSAPMPART
M8003-69013,Philips IntelliVue MP40 MP50 Navigation Speed Point Controller Assembly English,Avante Health Solutions (APM-PATIENT MONITORING),Philips,M8003-69021/ 453563499091,Refurbished,53.000000,Y,1-5 days,M8003-69013,1e6b16a8-37a6-ea11-817d-fadf9b67cb3d,MANUFACTUR,1e6b16a8-37a6-ea11-817d-fadf9b67cb3d,MFGPARTNO,M8003-69013,0,APM MAIN,D11B1,M8003-69013,0,APM MAIN,1e6b16a8-37a6-ea11-817d-fadf9b67cb3d,PARTGROUP,M8003-69013,USD,PURCHASE,85613,USD,APM MAIN,D11B1,1e6b16a8-37a6-ea11-817d-fadf9b67cb3d,PSAPMPART
M8003-69021,"Philips IntelliVue MP20, MP30, MP40, or MP50 Patient Monitor Quick Release Base Mount (Refurbished)",Avante Health Solutions (APM-PATIENT MONITORING),Philips,M8003-69521/453563499131,Refurbished,17.000000,Y,1-5 days,M8003-69021,cba3bdbd-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,cba3bdbd-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,M8003-69021,0,APM MAIN,D10A1,M8003-69021,0,APM MAIN,cba3bdbd-6b64-ea11-817b-a9605c8569c6,PARTGROUP,M8003-69021,USD,PURCHASE,72621,USD,APM MAIN,D10A1,cba3bdbd-6b64-ea11-817b-a9605c8569c6,PSAPMPART
M8023-60000-N,Philips IntelliVue X2 & MP2 Charger WITHOUT Interface Cable & Power Cord (Equivalent to 451261023711) (New OEM),Avante Health Solutions (APM-PATIENT MONITORING),Philips,M8040-60101,New OEM,5.000000,Y,1-5 days,M8023-60000-N,1aa5bdbd-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,1aa5bdbd-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,M8023-60000-N,0,APM MAIN,HVI CAGE,M8023-60000-N,0,APM MAIN,1aa5bdbd-6b64-ea11-817b-a9605c8569c6,PARTGROUP,M8023-60000-N,USD,PURCHASE,72638,USD,APM MAIN,HVI CAGE,1aa5bdbd-6b64-ea11-817b-a9605c8569c6,PSAPMPART
M8105-60010-C,Philips IntelliVue MP5 Patient Monitor Touch Glass Panel 4 Wire & Bezel Assembly (451261018981) (Aftermarket) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Philips,M8105-60010,New Aftermarket,3.000000,Y,1-5 days,M8105-60010-C,3f73baf4-2f5a-ef11-835b-121089124341,MANUFACTUR,3f73baf4-2f5a-ef11-835b-121089124341,MFGPARTNO,M8105-60010-C,0,APM MAIN,A000001,M8105-60010-C,0,APM MAIN,3f73baf4-2f5a-ef11-835b-121089124341,PARTGROUP,M8105-60010-C,USD,PURCHASE,167499,USD,APM MAIN,F11B2,3f73baf4-2f5a-ef11-835b-121089124341,PSAPMPART
NBCC1457-12,GE Critikon Adult/Pediatric Screw to Screw NiBP Air Hose (12 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,IC-CSI-BD0,New Aftermarket,9.000000,Y,1-5 days,NBCC1457-12,f364a9e1-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,f364a9e1-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBCC1457-12,0,APM MAIN,F07C1,NBCC1457-12,0,APM MAIN,f364a9e1-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBCC1457-12,USD,PURCHASE,72830,USD,APM MAIN,F07C1,f364a9e1-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBCC5170-3,Criticare Redal IBP Adapter w/ BD Connector (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,IC-CSI-MX10,New Aftermarket,3.000000,Y,1-5 days,NBCC5170-3,5465a9e1-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,5465a9e1-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBCC5170-3,0,APM MAIN,F07C1,NBCC5170-3,0,APM MAIN,5465a9e1-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBCC5170-3,USD,PURCHASE,72835,USD,APM MAIN,F07C1,5465a9e1-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBCC5170-7,Criticare Redal IBP Adapter w/ Medex Logical Connector (301740-001) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2087389-002,New Aftermarket,114.000000,Y,1-5 days,NBCC5170-7,a565a9e1-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,a565a9e1-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBCC5170-7,0,APM MAIN,F07I1,NBCC5170-7,0,APM MAIN,a565a9e1-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBCC5170-7,USD,PURCHASE,72839,USD,APM MAIN,F07I1,a565a9e1-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBCS1700-12,GE CareScape One Adult/Pediatric Double Tube Rectangle to Dinaclick (NBFFPM47) NiBP 12' Air Hose 2087389-002 Direct Replacement (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,5082-168,New Aftermarket,6.000000,Y,1-5 days,NBCS1700-12,468fd9f4-34e9-ed11-834b-121089124341,MANUFACTUR,468fd9f4-34e9-ed11-834b-121089124341,MFGPARTNO,NBCS1700-12,0,APM MAIN,F07C1,NBCS1700-12,0,APM MAIN,468fd9f4-34e9-ed11-834b-121089124341,PARTGROUP,NBCS1700-12,USD,PURCHASE,161415,USD,APM MAIN,F07C1,468fd9f4-34e9-ed11-834b-121089124341,PSAPMPART
NBFFPM03,NiBP Connector Plastic Male Luer (PM03) (GE OEM 300668 or Welch Allyn OEM 5082-168 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,PM08,New Aftermarket,217.000000,Y,1-5 days,NBFFPM03,b6b0a3ed-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,b6b0a3ed-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM03,0,APM MAIN,F06D1,NBFFPM03,0,APM MAIN,b6b0a3ed-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM03,USD,PURCHASE,72888,USD,APM MAIN,F06D1,b6b0a3ed-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBFFPM08,NiBP Connector Male Screw/Threaded (PM08) (GE OEM 300664 or Welch Allyn OEM 5082-164 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,PM09/300619/5082-161,New Aftermarket,284.000000,Y,1-5 days,NBFFPM08,15b1a3ed-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,15b1a3ed-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM08,0,APM MAIN,F06D1,NBFFPM08,0,APM MAIN,15b1a3ed-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM08,USD,PURCHASE,72893,USD,APM MAIN,F06D1,15b1a3ed-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBFFPM09,NiBP Connector Female Screw/Threaded (PM09) (GE OEM 300619 or Welch Allyn OEM 5082-161 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,PM12,New Aftermarket,189.000000,Y,1-5 days,NBFFPM09,28b1a3ed-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,28b1a3ed-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM09,0,APM MAIN,F06D1,NBFFPM09,0,APM MAIN,28b1a3ed-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM09,USD,PURCHASE,72894,USD,APM MAIN,F06D1,28b1a3ed-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBFFPM12,"NiBP Connector Metal, Male Quick Disconnect (Bayonet) (PM12) (New Replacement)",Avante Health Solutions (APM-PATIENT MONITORING),Avante,PM15,New Aftermarket,121.000000,Y,1-5 days,NBFFPM12,3cb1a3ed-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,3cb1a3ed-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM12,0,APM MAIN,F06D1,NBFFPM12,0,APM MAIN,3cb1a3ed-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM12,USD,PURCHASE,72895,USD,APM MAIN,F06D1,3cb1a3ed-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBFFPM15,"NiBP Connector Metal, Female Quick Disconnect (Bayonet) (PM15) (New Replacement)",Avante Health Solutions (APM-PATIENT MONITORING),Avante,PM16,New Aftermarket,162.000000,Y,1-5 days,NBFFPM15,64b1a3ed-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,64b1a3ed-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM15,0,APM MAIN,F06D1,NBFFPM15,0,APM MAIN,64b1a3ed-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM15,USD,PURCHASE,72897,USD,APM MAIN,F06D1,64b1a3ed-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBFFPM16,NiBP Connector (PM16) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,PM18,New Aftermarket,54.000000,Y,1-5 days,NBFFPM16,77b1a3ed-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,77b1a3ed-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM16,0,APM MAIN,F06D1,NBFFPM16,0,APM MAIN,77b1a3ed-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM16,USD,PURCHASE,72898,USD,APM MAIN,F06D1,77b1a3ed-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBFFPM18,NiBP Connector Female Submin (PM18) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,BP45,New Aftermarket,180.000000,Y,1-5 days,NBFFPM18,9db1a3ed-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,9db1a3ed-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM18,0,APM MAIN,F06D1,NBFFPM18,0,APM MAIN,9db1a3ed-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM18,USD,PURCHASE,72900,USD,APM MAIN,F06D1,9db1a3ed-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBFFPM45,Welch Allyn Single Tube FlexiPort NIBP Hose Connecter (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,BP46,New Aftermarket,41.000000,Y,1-5 days,NBFFPM45,6e28a5f3-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,6e28a5f3-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM45,0,APM MAIN,F06D1,NBFFPM45,0,APM MAIN,6e28a5f3-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM45,USD,PURCHASE,72913,USD,APM MAIN,F06D1,6e28a5f3-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBFFPM46,Welch Allyn Double Tube Flexi Port NIBP Hose Connecter (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2059294-001,New Aftermarket,8.000000,Y,1-5 days,NBFFPM46,8128a5f3-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,8128a5f3-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM46,0,APM MAIN,F06D1,NBFFPM46,0,APM MAIN,8128a5f3-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM46,USD,PURCHASE,72914,USD,APM MAIN,F06D1,8128a5f3-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBFFPM47,GE Dinaclick Dual Channel NiBP Fitting (2059294-001 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,"2055630-001, 2055630-002, BP49",New Aftermarket,298.000000,Y,1-5 days,NBFFPM47,9428a5f3-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,9428a5f3-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM47,0,APM MAIN,F06D1,NBFFPM47,0,APM MAIN,9428a5f3-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM47,USD,PURCHASE,72915,USD,APM MAIN,F06D1,9428a5f3-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBFFPM49,GE Dinaclick Single Channel NiBP Fitting (1/pc) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2058205-001,New Aftermarket,137.000000,Y,1-5 days,NBFFPM49,ba28a5f3-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,ba28a5f3-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBFFPM49,0,APM MAIN,F06D1,NBFFPM49,0,APM MAIN,ba28a5f3-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBFFPM49,USD,PURCHASE,72917,USD,APM MAIN,F06D1,ba28a5f3-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBGE1550-12,GE Dinamap Adult/Pediatric Double Tubed Shroud to Dinaclick (NBFFPM47) NiBP 12' Air Hose 2058205-001 Direct Replacement (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,107365,New Aftermarket,36.000000,Y,1-5 days,NBGE1550-12,ce49cc41-33b4-eb11-8175-12e75f4d5d6d,MANUFACTUR,ce49cc41-33b4-eb11-8175-12e75f4d5d6d,MFGPARTNO,NBGE1550-12,0,APM MAIN,F07H1,NBGE1550-12,0,APM MAIN,ce49cc41-33b4-eb11-8175-12e75f4d5d6d,PARTGROUP,NBGE1550-12,USD,PURCHASE,144242,USD,APM MAIN,F07H1,ce49cc41-33b4-eb11-8175-12e75f4d5d6d,PSAPMPART
NBGE1557-12,GE Dinamap Adult/Pediatric Double Tube Shroud to Screw (NBFFPM09) NiBP Air Hose (12 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,107363,New Aftermarket,89.000000,Y,1-5 days,NBGE1557-12,5329a5f3-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,5329a5f3-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBGE1557-12,0,APM MAIN,STAGED INV,NBGE1557-12,0,APM MAIN,5329a5f3-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBGE1557-12,USD,PURCHASE,72925,USD,APM MAIN,STAGED INV,5329a5f3-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBGE1559-12,GE Dinamap Adult/Pediatric Double Tube Shroud to Submin (NBFFPM17) NiBP Air Hose (12 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,107368,New Aftermarket,59.000000,Y,1-5 days,NBGE1559-12,7929a5f3-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,7929a5f3-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBGE1559-12,0,APM MAIN,F07B1,NBGE1559-12,0,APM MAIN,7929a5f3-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBGE1559-12,USD,PURCHASE,72927,USD,APM MAIN,F07B1,7929a5f3-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBMQ1350-12,GE Marquette Adult/Pediatric Rectangle to Dinaclick (NBFFPM47) NiBP 12' Air Hose (2058203-002 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2017008-003,New Aftermarket,33.000000,Y,1-5 days,NBMQ1350-12,7c9ec161-38a6-ea11-817d-fadf9b67cb3d,MANUFACTUR,7c9ec161-38a6-ea11-817d-fadf9b67cb3d,MFGPARTNO,NBMQ1350-12,0,APM MAIN,F07H1,NBMQ1350-12,0,APM MAIN,7c9ec161-38a6-ea11-817d-fadf9b67cb3d,PARTGROUP,NBMQ1350-12,USD,PURCHASE,87077,USD,APM MAIN,F07H1,7c9ec161-38a6-ea11-817d-fadf9b67cb3d,PSAPMPART
NBMQ1357-8,GE Marquette Adult/Pediatric 8' NiBP Air Hose with Rectangle to Screw Connector (2017008-003 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2017008-001,New Aftermarket,3.000000,Y,1-5 days,NBMQ1357-8,194d9135-ae95-ec11-817f-12e75f4d5d6d,MANUFACTUR,194d9135-ae95-ec11-817f-12e75f4d5d6d,MFGPARTNO,NBMQ1357-8,0,APM MAIN,F07A1,NBMQ1357-8,0,APM MAIN,194d9135-ae95-ec11-817f-12e75f4d5d6d,PARTGROUP,NBMQ1357-8,USD,PURCHASE,151913,USD,APM MAIN,F07A1,194d9135-ae95-ec11-817f-12e75f4d5d6d,PSAPMPART
NBMQ1359-12,GE Marquette Adult/Pediatric Double Tube Rectangle to Submin (NBFFPM17) NiBP Air Hose (12 ft) (2017008-001 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,9461-214,New Aftermarket,11.000000,Y,1-5 days,NBMQ1359-12,612aa5f3-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,612aa5f3-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBMQ1359-12,0,APM MAIN,F07B1,NBMQ1359-12,0,APM MAIN,612aa5f3-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBMQ1359-12,USD,PURCHASE,72939,USD,APM MAIN,F07B1,612aa5f3-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBMQ1407-12,GE Marquette Adult/Pediatric Round to Screw (NBFFPM09) NiBP Air Hose (12 ft) (9461-214 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2005772-001,New Aftermarket,55.000000,Y,1-5 days,NBMQ1407-12,872aa5f3-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,872aa5f3-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBMQ1407-12,0,APM MAIN,F07B1,NBMQ1407-12,0,APM MAIN,872aa5f3-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBMQ1407-12,USD,PURCHASE,72941,USD,APM MAIN,F07H1,872aa5f3-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBMQ5045-47,GE Marquette to Dual Channel Marquette Connector IBP Converter Cable (2005772-001 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,700075-001,New Aftermarket,14.000000,Y,1-5 days,NBMQ5045-47,0d179df9-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,0d179df9-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBMQ5045-47,0,APM MAIN,F07B1,NBMQ5045-47,0,APM MAIN,0d179df9-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBMQ5045-47,USD,PURCHASE,72947,USD,APM MAIN,F07B1,0d179df9-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBMQ5145-5,GE Marquette IBP Adapter w/ Medex/Abbott Connector (700075-001 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,YN-901P,New Aftermarket,52.000000,Y,1-5 days,NBMQ5145-5,6c179df9-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,6c179df9-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBMQ5145-5,0,APM MAIN,F07B1,NBMQ5145-5,0,APM MAIN,6c179df9-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBMQ5145-5,USD,PURCHASE,72952,USD,APM MAIN,F07H1,6c179df9-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBNK1305-12,Nihon Kohden Adult/Pediatric NK to Luer Adapter NiBP Air Hose  (11.5ft) (YN-901P Direct Replacement)(New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,YN-921P,New Aftermarket,30.000000,Y,1-5 days,NBNK1305-12,c8189df9-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,c8189df9-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBNK1305-12,0,APM MAIN,F07A1,NBNK1305-12,0,APM MAIN,c8189df9-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBNK1305-12,USD,PURCHASE,72970,USD,APM MAIN,F07A1,c8189df9-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBNK2302-12,Nihon Kohden Infant/Neonate NK to Female Slip Luer NiBP Air Hose (8 ft) (YN-921P) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M1599B,New Aftermarket,84.000000,Y,1-5 days,NBNK2302-12,ee189df9-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,ee189df9-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBNK2302-12,0,APM MAIN,F07A1,NBNK2302-12,0,APM MAIN,ee189df9-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBNK2302-12,USD,PURCHASE,72972,USD,APM MAIN,F07I1,ee189df9-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBPH1101-10,Philips Adult/Pediatric Bayonet to CNT NiBP Air Hose (10 ft) (M1599A/M1599B Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M3918A,New Aftermarket,118.000000,Y,1-5 days,NBPH1101-10,552c95ff-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,552c95ff-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBPH1101-10,0,APM MAIN,F04A1,NBPH1101-10,0,APM MAIN,552c95ff-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBPH1101-10,USD,PURCHASE,72988,USD,APM MAIN,STAGED INV,552c95ff-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBPH1151-10,Philips Adult/Pediatric CNT (NBFFPM15) to CNT (NBFFPM15) NiBP Air Hose (10 ft) (Mindray 200683-04-0003 or Philips M3918A Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M1596B,New Aftermarket,2.000000,Y,1-5 days,NBPH1151-10,7c2c95ff-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,7c2c95ff-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBPH1151-10,0,APM MAIN,F07F1,NBPH1151-10,0,APM MAIN,7c2c95ff-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBPH1151-10,USD,PURCHASE,72990,USD,APM MAIN,F07F1,7c2c95ff-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBPH2102-10,Philips Infant/Neonate Bayonet to Female Slip Luer (NBFFPM20) NiBP Air Hose (10 ft) (M1596B Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,896083021,New Aftermarket,50.000000,Y,1-5 days,NBPH2102-10,a22c95ff-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,a22c95ff-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBPH2102-10,0,APM MAIN,F07A1,NBPH2102-10,0,APM MAIN,a22c95ff-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBPH2102-10,USD,PURCHASE,72992,USD,APM MAIN,F07A1,a22c95ff-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBPH5112-4,Philips 12 Pin IBP Adapter w/ Edwards Connector (Edwards OEM 896083021 DirectReplacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,42661-27,New Aftermarket,14.000000,Y,1-5 days,NBPH5112-4,152d95ff-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,152d95ff-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBPH5112-4,0,APM MAIN,F07A1,NBPH5112-4,0,APM MAIN,152d95ff-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBPH5112-4,USD,PURCHASE,72998,USD,APM MAIN,F07H1,152d95ff-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBPH5112-5,Philips 12 Pin IBP Adapter w/ Medex/Abbott Connector (42661-27 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,650-206,New Aftermarket,82.000000,Y,1-5 days,NBPH5112-5,282d95ff-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,282d95ff-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBPH5112-5,0,APM MAIN,F07A1,NBPH5112-5,0,APM MAIN,282d95ff-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBPH5112-5,USD,PURCHASE,72999,USD,APM MAIN,F07I1,282d95ff-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBPH5112-6,Philips 12 Pin IBP Adapter w/ Utah Connector (Utah OEM 650-206 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,896633-003,New Aftermarket,21.000000,Y,1-5 days,NBPH5112-6,3b2d95ff-6b64-ea11-817b-a9605c8569c6,MANUFACTUR,3b2d95ff-6b64-ea11-817b-a9605c8569c6,MFGPARTNO,NBPH5112-6,0,APM MAIN,F07A1,NBPH5112-6,0,APM MAIN,3b2d95ff-6b64-ea11-817b-a9605c8569c6,PARTGROUP,NBPH5112-6,USD,PURCHASE,73000,USD,APM MAIN,F07A1,3b2d95ff-6b64-ea11-817b-a9605c8569c6,PSAPMPART
NBPH5312-4,Philips/Edwards LifeSciences PX1800 896633-003 TruWave 3 Channel Reusable IBP Cable (Direct Replacement) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,714-0019-02,New Aftermarket,2.000000,Y,1-5 days,NBPH5312-4,4c13af99-54f1-eb11-8178-12e75f4d5d6d,MANUFACTUR,4c13af99-54f1-eb11-8178-12e75f4d5d6d,MFGPARTNO,NBPH5312-4,0,APM MAIN,A000001,NBPH5312-4,0,APM MAIN,4c13af99-54f1-eb11-8178-12e75f4d5d6d,PARTGROUP,NBPH5312-4,USD,PURCHASE,146956,USD,APM MAIN,A000001,4c13af99-54f1-eb11-8178-12e75f4d5d6d,PSAPMPART
NBPY2102-8,Physio Control Infant/Neonate Male Quick Disconnect (NBFFPM12) to Female Neonatal Safe Release (NBFFPM20) NiBP Air Hose 8' (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,F1869S0,New Aftermarket,5.000000,Y,1-5 days,NBPY2102-8,9f2b6783-d0ab-ed11-818c-12e75f4d5d6d,MANUFACTUR,9f2b6783-d0ab-ed11-818c-12e75f4d5d6d,MFGPARTNO,NBPY2102-8,0,APM MAIN,F06G1,NBPY2102-8,0,APM MAIN,9f2b6783-d0ab-ed11-818c-12e75f4d5d6d,PARTGROUP,NBPY2102-8,USD,PURCHASE,160211,USD,APM MAIN,F06G1,9f2b6783-d0ab-ed11-818c-12e75f4d5d6d,PSAPMPART
